iteration,number_of_points,new_sampled_point_observation,new_sampled_point,best_observation,best_point,number_of_improvement
0,21,878.6022338867188,"[0.17989301681518555, -0.7339617013931274, -0.033435702323913574, -0.9408115148544312, -0.6364109516143799, 0.038571953773498535, 0.9721707105636597, -0.8220698833465576, 0.8283767700195312, 0.14607572555541992]",878.6022338867188,"[[0.17989301681518555, -0.7339617013931274, -0.033435702323913574, -0.9408115148544312, -0.6364109516143799, 0.038571953773498535, 0.9721707105636597, -0.8220698833465576, 0.8283767700195312, 0.14607572555541992]]",1
1,22,552.2569580078125,"[0.9595569372177124, 0.6075879335403442, 0.876305341720581, 0.802396297454834, 0.9748016595840454, -0.42335522174835205, -0.3034423589706421, -0.9240905046463013, -0.4466599225997925, -0.14014172554016113]",552.2569580078125,"[[0.9595569372177124, 0.6075879335403442, 0.876305341720581, 0.802396297454834, 0.9748016595840454, -0.42335522174835205, -0.3034423589706421, -0.9240905046463013, -0.4466599225997925, -0.14014172554016113]]",2
2,23,321.8382263183594,"[-0.13841462135314941, -0.4631233215332031, -0.7846711874008179, 0.7658509016036987, 0.22311711311340332, 0.7011412382125854, -0.041578054428100586, 0.04920041561126709, 0.09913647174835205, -0.995678186416626]",321.8382263183594,"[[-0.13841462135314941, -0.4631233215332031, -0.7846711874008179, 0.7658509016036987, 0.22311711311340332, 0.7011412382125854, -0.041578054428100586, 0.04920041561126709, 0.09913647174835205, -0.995678186416626]]",3
3,24,207.48153686523438,"[-0.5436066389083862, -0.05711853504180908, -0.11226177215576172, 0.18610095977783203, -0.1604527235031128, -0.6381250619888306, 0.9409432411193848, 0.5819973945617676, -0.40174734592437744, -0.46088075637817383]",207.48153686523438,"[[-0.5436066389083862, -0.05711853504180908, -0.11226177215576172, 0.18610095977783203, -0.1604527235031128, -0.6381250619888306, 0.9409432411193848, 0.5819973945617676, -0.40174734592437744, -0.46088075637817383]]",4
4,25,554.5990600585938,"[-0.8008207082748413, 0.8473644256591797, 0.825904369354248, 0.569237470626831, -0.7052454948425293, -0.3592735528945923, 0.14600539207458496, -0.9997372627258301, 0.8999330997467041, -0.7723227739334106]",207.48153686523438,"[[-0.5436066389083862, -0.05711853504180908, -0.11226177215576172, 0.18610095977783203, -0.1604527235031128, -0.6381250619888306, 0.9409432411193848, 0.5819973945617676, -0.40174734592437744, -0.46088075637817383]]",4
5,26,819.75048828125,"[-0.35950982570648193, 0.9472728967666626, -0.9653401374816895, -0.6941150426864624, 0.32981550693511963, -0.0698925256729126, -0.46203482151031494, -0.24591290950775146, -0.24088025093078613, 0.8862301111221313]",207.48153686523438,"[[-0.5436066389083862, -0.05711853504180908, -0.11226177215576172, 0.18610095977783203, -0.1604527235031128, -0.6381250619888306, 0.9409432411193848, 0.5819973945617676, -0.40174734592437744, -0.46088075637817383]]",4
6,27,773.7605590820312,"[0.8243811130523682, -0.3730663061141968, 0.8391355276107788, -0.7039229869842529, 0.1919783353805542, -0.36125636100769043, -0.765579342842102, 0.922742486000061, -0.8368467092514038, 0.6684714555740356]",207.48153686523438,"[[-0.5436066389083862, -0.05711853504180908, -0.11226177215576172, 0.18610095977783203, -0.1604527235031128, -0.6381250619888306, 0.9409432411193848, 0.5819973945617676, -0.40174734592437744, -0.46088075637817383]]",4
7,28,773.227783203125,"[0.9386988878250122, -0.4927966594696045, 0.39000391960144043, 0.9105805158615112, -0.4817330837249756, 0.9086370468139648, 0.8136485815048218, 0.4618874788284302, -0.9425441026687622, -0.3789142370223999]",207.48153686523438,"[[-0.5436066389083862, -0.05711853504180908, -0.11226177215576172, 0.18610095977783203, -0.1604527235031128, -0.6381250619888306, 0.9409432411193848, 0.5819973945617676, -0.40174734592437744, -0.46088075637817383]]",4
8,29,568.51171875,"[-0.9547051191329956, -0.4041125774383545, 0.46210670471191406, -0.19162845611572266, 0.8340049982070923, -0.31627094745635986, -0.9819086790084839, 0.7868732213973999, 0.7661188840866089, -0.2406461238861084]",207.48153686523438,"[[-0.5436066389083862, -0.05711853504180908, -0.11226177215576172, 0.18610095977783203, -0.1604527235031128, -0.6381250619888306, 0.9409432411193848, 0.5819973945617676, -0.40174734592437744, -0.46088075637817383]]",4
9,30,1188.37646484375,"[-0.8395037651062012, -0.28842341899871826, 0.9664541482925415, -0.8909887075424194, 0.7087546586990356, -0.5310313701629639, 0.9275085926055908, -0.8903241157531738, -0.5741050243377686, 0.7669236660003662]",207.48153686523438,"[[-0.5436066389083862, -0.05711853504180908, -0.11226177215576172, 0.18610095977783203, -0.1604527235031128, -0.6381250619888306, 0.9409432411193848, 0.5819973945617676, -0.40174734592437744, -0.46088075637817383]]",4
