iteration,number_of_points,new_sampled_point_observation,new_sampled_point,best_observation,best_point,number_of_improvement
0,21,8379.0009765625,"[0.13187503814697266, -0.18195688724517822, -0.30026280879974365, 0.48898017406463623, 0.5148775577545166, 0.5307600498199463, -0.5007530450820923, 0.40243422985076904, 0.3944714069366455, 0.4399906396865845, -0.7189568281173706, -0.9562323093414307, -0.23089563846588135, -0.8604351282119751, 0.9973859786987305, -0.3732583522796631, 0.7162045240402222, 0.5198922157287598, 0.47436022758483887, -0.43266773223876953]",8379.0009765625,"[[0.13187503814697266, -0.18195688724517822, -0.30026280879974365, 0.48898017406463623, 0.5148775577545166, 0.5307600498199463, -0.5007530450820923, 0.40243422985076904, 0.3944714069366455, 0.4399906396865845, -0.7189568281173706, -0.9562323093414307, -0.23089563846588135, -0.8604351282119751, 0.9973859786987305, -0.3732583522796631, 0.7162045240402222, 0.5198922157287598, 0.47436022758483887, -0.43266773223876953]]",1
1,22,8378.537109375,"[0.7323565483093262, -0.35617613792419434, 0.9152336120605469, 0.4727952480316162, -0.06321609020233154, 0.9690330028533936, 0.6475476026535034, -0.24772679805755615, -0.5622965097427368, 0.08370959758758545, -0.5422205924987793, 0.0039795637130737305, -0.6633578538894653, -0.5206754207611084, 0.885973334312439, -0.5210026502609253, -0.4479326009750366, -0.42466604709625244, -0.09571075439453125, 0.4901695251464844]",8378.537109375,"[[0.7323565483093262, -0.35617613792419434, 0.9152336120605469, 0.4727952480316162, -0.06321609020233154, 0.9690330028533936, 0.6475476026535034, -0.24772679805755615, -0.5622965097427368, 0.08370959758758545, -0.5422205924987793, 0.0039795637130737305, -0.6633578538894653, -0.5206754207611084, 0.885973334312439, -0.5210026502609253, -0.4479326009750366, -0.42466604709625244, -0.09571075439453125, 0.4901695251464844]]",2
2,23,8380.6240234375,"[-0.22323083877563477, -0.8652663230895996, 0.6529234647750854, -0.8386346101760864, -0.3201647996902466, 0.7140966653823853, -0.9153265953063965, 0.6871242523193359, -0.8772115707397461, 0.1036829948425293, 0.13210010528564453, 0.11057758331298828, 0.7519197463989258, -0.9821915626525879, 0.47113287448883057, 0.22234714031219482, -0.851454496383667, 0.8079102039337158, -0.6292303800582886, 0.9911812543869019]",8378.537109375,"[[0.7323565483093262, -0.35617613792419434, 0.9152336120605469, 0.4727952480316162, -0.06321609020233154, 0.9690330028533936, 0.6475476026535034, -0.24772679805755615, -0.5622965097427368, 0.08370959758758545, -0.5422205924987793, 0.0039795637130737305, -0.6633578538894653, -0.5206754207611084, 0.885973334312439, -0.5210026502609253, -0.4479326009750366, -0.42466604709625244, -0.09571075439453125, 0.4901695251464844]]",2
3,24,8380.6572265625,"[-0.8113912343978882, -0.2345731258392334, 0.33538758754730225, -0.08659327030181885, -0.44687044620513916, -0.011716008186340332, 0.5238797664642334, 0.9500226974487305, 0.7166534662246704, 0.21373534202575684, -0.27124643325805664, -0.966708779335022, 0.16389977931976318, -0.9839316606521606, 0.7624623775482178, 0.7345542907714844, -0.7817081212997437, 0.12197220325469971, -0.7943899631500244, -0.29751670360565186]",8378.537109375,"[[0.7323565483093262, -0.35617613792419434, 0.9152336120605469, 0.4727952480316162, -0.06321609020233154, 0.9690330028533936, 0.6475476026535034, -0.24772679805755615, -0.5622965097427368, 0.08370959758758545, -0.5422205924987793, 0.0039795637130737305, -0.6633578538894653, -0.5206754207611084, 0.885973334312439, -0.5210026502609253, -0.4479326009750366, -0.42466604709625244, -0.09571075439453125, 0.4901695251464844]]",2
4,25,8374.0,"[-0.6603269577026367, 0.48100483417510986, -0.3507343530654907, 0.5464004278182983, -0.16941654682159424, 0.9977308511734009, 0.45308995246887207, 0.8277755975723267, 0.44892287254333496, 0.4504140615463257, -0.0742727518081665, 0.20186865329742432, 0.8407847881317139, 0.6231147050857544, 0.29935920238494873, 0.874516487121582, 0.5449175834655762, -0.05169796943664551, 0.7778031826019287, 0.5979902744293213]",8374.0,"[[-0.6603269577026367, 0.48100483417510986, -0.3507343530654907, 0.5464004278182983, -0.16941654682159424, 0.9977308511734009, 0.45308995246887207, 0.8277755975723267, 0.44892287254333496, 0.4504140615463257, -0.0742727518081665, 0.20186865329742432, 0.8407847881317139, 0.6231147050857544, 0.29935920238494873, 0.874516487121582, 0.5449175834655762, -0.05169796943664551, 0.7778031826019287, 0.5979902744293213]]",3
5,26,8377.3212890625,"[-0.7568203210830688, 0.8646762371063232, 0.1901559829711914, 0.6208178997039795, 0.10829973220825195, -0.20254933834075928, -0.7261766195297241, 0.29928886890411377, -0.2674371004104614, 0.49194252490997314, -0.017438411712646484, 0.34510278701782227, -0.5471254587173462, 0.6832606792449951, 0.37530040740966797, 0.014429569244384766, 0.5716906785964966, 0.10107207298278809, 0.5678819417953491, 0.7853630781173706]",8374.0,"[[-0.6603269577026367, 0.48100483417510986, -0.3507343530654907, 0.5464004278182983, -0.16941654682159424, 0.9977308511734009, 0.45308995246887207, 0.8277755975723267, 0.44892287254333496, 0.4504140615463257, -0.0742727518081665, 0.20186865329742432, 0.8407847881317139, 0.6231147050857544, 0.29935920238494873, 0.874516487121582, 0.5449175834655762, -0.05169796943664551, 0.7778031826019287, 0.5979902744293213]]",3
6,27,8380.052734375,"[-0.05386054515838623, -0.8708124160766602, 0.9917151927947998, 0.9730855226516724, 0.40819990634918213, 0.03726649284362793, -0.5135202407836914, 0.35762810707092285, -0.13171684741973877, -0.15273380279541016, -0.24205052852630615, 0.4210376739501953, -0.02148294448852539, -0.2964019775390625, 0.039459824562072754, -0.2341219186782837, -0.5352350473403931, 0.7942553758621216, -0.9695537090301514, -0.849482536315918]",8374.0,"[[-0.6603269577026367, 0.48100483417510986, -0.3507343530654907, 0.5464004278182983, -0.16941654682159424, 0.9977308511734009, 0.45308995246887207, 0.8277755975723267, 0.44892287254333496, 0.4504140615463257, -0.0742727518081665, 0.20186865329742432, 0.8407847881317139, 0.6231147050857544, 0.29935920238494873, 0.874516487121582, 0.5449175834655762, -0.05169796943664551, 0.7778031826019287, 0.5979902744293213]]",3
7,28,8380.7177734375,"[0.29595518112182617, 0.18699586391448975, 0.2874816656112671, -0.3590580224990845, -0.5957854986190796, -0.5913594961166382, 0.6808594465255737, 0.7074940204620361, -0.8925949335098267, -0.8589586019515991, 0.7888171672821045, 0.6190484762191772, -0.5665179491043091, -0.6252849102020264, 0.6475650072097778, -0.21135926246643066, -0.5469125509262085, -0.15477263927459717, -0.9980489015579224, 0.8217288255691528]",8374.0,"[[-0.6603269577026367, 0.48100483417510986, -0.3507343530654907, 0.5464004278182983, -0.16941654682159424, 0.9977308511734009, 0.45308995246887207, 0.8277755975723267, 0.44892287254333496, 0.4504140615463257, -0.0742727518081665, 0.20186865329742432, 0.8407847881317139, 0.6231147050857544, 0.29935920238494873, 0.874516487121582, 0.5449175834655762, -0.05169796943664551, 0.7778031826019287, 0.5979902744293213]]",3
8,29,8380.5693359375,"[-0.848296046257019, -0.29573655128479004, -0.6484198570251465, -0.05662178993225098, 0.7911434173583984, -0.28597187995910645, 0.4977463483810425, 0.42445051670074463, 0.3504018783569336, -0.7401459217071533, -0.012560844421386719, -0.17096662521362305, 0.6572750806808472, 0.45821380615234375, -0.4586294889450073, 0.493441104888916, -0.6001756191253662, 0.25253796577453613, -0.8766705989837646, 0.04077780246734619]",8374.0,"[[-0.6603269577026367, 0.48100483417510986, -0.3507343530654907, 0.5464004278182983, -0.16941654682159424, 0.9977308511734009, 0.45308995246887207, 0.8277755975723267, 0.44892287254333496, 0.4504140615463257, -0.0742727518081665, 0.20186865329742432, 0.8407847881317139, 0.6231147050857544, 0.29935920238494873, 0.874516487121582, 0.5449175834655762, -0.05169796943664551, 0.7778031826019287, 0.5979902744293213]]",3
9,30,8379.5498046875,"[-0.5354608297348022, -0.9466713666915894, -0.5824272632598877, -0.9752779006958008, 0.8880900144577026, 0.243280291557312, 0.8952528238296509, 0.15952777862548828, 0.16757404804229736, 0.3218733072280884, 0.5467435121536255, -0.8672357797622681, 0.18555831909179688, 0.8844609260559082, -0.5412032604217529, -0.05557882785797119, 0.875446081161499, -0.8064655065536499, -0.3379882574081421, 0.793921709060669]",8374.0,"[[-0.6603269577026367, 0.48100483417510986, -0.3507343530654907, 0.5464004278182983, -0.16941654682159424, 0.9977308511734009, 0.45308995246887207, 0.8277755975723267, 0.44892287254333496, 0.4504140615463257, -0.0742727518081665, 0.20186865329742432, 0.8407847881317139, 0.6231147050857544, 0.29935920238494873, 0.874516487121582, 0.5449175834655762, -0.05169796943664551, 0.7778031826019287, 0.5979902744293213]]",3
