iteration,number_of_points,new_sampled_point_observation,new_sampled_point,best_observation,best_point,number_of_improvement
0,21,8380.8515625,"[-0.31809142231941223, 0.00947672687470913, 0.6576080322265625, -0.3041136860847473, 0.8159176111221313, -1.0, 1.0, 0.7325118184089661, -0.20426005125045776, -0.9874638319015503, -0.7335579991340637, -0.9055430889129639, 0.7667743563652039, 0.6989563703536987, -1.0, -0.56149822473526, -0.9206340909004211, 0.3553650379180908, 0.9581883549690247, -0.6444254517555237]",8380.8515625,"[[-0.31809142231941223, 0.00947672687470913, 0.6576080322265625, -0.3041136860847473, 0.8159176111221313, -1.0, 1.0, 0.7325118184089661, -0.20426005125045776, -0.9874638319015503, -0.7335579991340637, -0.9055430889129639, 0.7667743563652039, 0.6989563703536987, -1.0, -0.56149822473526, -0.9206340909004211, 0.3553650379180908, 0.9581883549690247, -0.6444254517555237]]",1
1,22,8380.9970703125,"[-0.650433361530304, -0.5883285999298096, 0.5607393383979797, -0.9706553220748901, -0.8994078040122986, 0.6624481081962585, 0.357715904712677, -0.8154523372650146, 0.6730989813804626, -0.5152323842048645, -0.8889560699462891, -0.40480318665504456, -0.731975793838501, 0.8826745748519897, 0.8673953413963318, 1.0, -0.9364585280418396, 0.8328539729118347, 0.30180543661117554, -0.4410947263240814]",8380.8515625,"[[-0.31809142231941223, 0.00947672687470913, 0.6576080322265625, -0.3041136860847473, 0.8159176111221313, -1.0, 1.0, 0.7325118184089661, -0.20426005125045776, -0.9874638319015503, -0.7335579991340637, -0.9055430889129639, 0.7667743563652039, 0.6989563703536987, -1.0, -0.56149822473526, -0.9206340909004211, 0.3553650379180908, 0.9581883549690247, -0.6444254517555237]]",1
2,23,8379.3310546875,"[-0.7409370541572571, 0.9543884992599487, 0.6643533110618591, 0.8004240393638611, -0.2561246454715729, -0.731038510799408, 0.38855844736099243, -0.6157462000846863, -0.48782387375831604, 0.40480512380599976, -0.7410818338394165, 0.2181372493505478, -0.9859032034873962, -0.07702214270830154, -0.986664354801178, 0.6439809799194336, 0.49395421147346497, -0.09851885586977005, 0.9329048991203308, 0.7413434982299805]",8379.3310546875,"[[-0.7409370541572571, 0.9543884992599487, 0.6643533110618591, 0.8004240393638611, -0.2561246454715729, -0.731038510799408, 0.38855844736099243, -0.6157462000846863, -0.48782387375831604, 0.40480512380599976, -0.7410818338394165, 0.2181372493505478, -0.9859032034873962, -0.07702214270830154, -0.986664354801178, 0.6439809799194336, 0.49395421147346497, -0.09851885586977005, 0.9329048991203308, 0.7413434982299805]]",2
3,24,8376.619140625,"[0.7046651244163513, 1.0, 0.5945056080818176, 1.0, 0.8261374831199646, -0.488462895154953, 0.824723482131958, -0.012340269982814789, 0.26277729868888855, -0.9262177348136902, -0.7417229413986206, 1.0, 1.0, -0.43780630826950073, -0.978995680809021, -1.0, -0.47073259949684143, 0.7071261405944824, 0.4247930645942688, 0.5670624375343323]",8376.619140625,"[[0.7046651244163513, 1.0, 0.5945056080818176, 1.0, 0.8261374831199646, -0.488462895154953, 0.824723482131958, -0.012340269982814789, 0.26277729868888855, -0.9262177348136902, -0.7417229413986206, 1.0, 1.0, -0.43780630826950073, -0.978995680809021, -1.0, -0.47073259949684143, 0.7071261405944824, 0.4247930645942688, 0.5670624375343323]]",3
4,25,8377.7470703125,"[-1.0, 0.4101334512233734, 1.0, 0.5621989965438843, -1.0, 0.3600757122039795, -0.6220323443412781, 0.8797182440757751, 0.4918365180492401, 0.6926596164703369, -0.8181736469268799, -1.0, 0.5861021280288696, 1.0, 1.0, 1.0, 0.030737783759832382, -0.2411137968301773, -0.788690984249115, 0.18969818949699402]",8376.619140625,"[[0.7046651244163513, 1.0, 0.5945056080818176, 1.0, 0.8261374831199646, -0.488462895154953, 0.824723482131958, -0.012340269982814789, 0.26277729868888855, -0.9262177348136902, -0.7417229413986206, 1.0, 1.0, -0.43780630826950073, -0.978995680809021, -1.0, -0.47073259949684143, 0.7071261405944824, 0.4247930645942688, 0.5670624375343323]]",3
5,26,8381.01953125,"[-0.6819944977760315, 0.4744366407394409, -0.7208354473114014, -0.4859190881252289, -0.6388829350471497, 0.7354458570480347, -0.9319086074829102, 0.37369295954704285, 0.6917449831962585, -0.7077884674072266, -1.0, 0.8732050657272339, 1.0, 0.23250682651996613, 1.0, -0.9079596996307373, 0.1776708960533142, -0.9618090391159058, 0.8765639662742615, -0.9009615182876587]",8376.619140625,"[[0.7046651244163513, 1.0, 0.5945056080818176, 1.0, 0.8261374831199646, -0.488462895154953, 0.824723482131958, -0.012340269982814789, 0.26277729868888855, -0.9262177348136902, -0.7417229413986206, 1.0, 1.0, -0.43780630826950073, -0.978995680809021, -1.0, -0.47073259949684143, 0.7071261405944824, 0.4247930645942688, 0.5670624375343323]]",3
6,27,8381.5693359375,"[0.7547352910041809, -0.9395675659179688, 0.6199584007263184, 0.7585394382476807, -0.2792135775089264, 0.9686907529830933, -0.6430085301399231, 0.462584912776947, -0.9158883094787598, -0.47679466009140015, -0.49485403299331665, -0.46018922328948975, -0.9654770493507385, -1.0, -0.5246908664703369, -0.9663200974464417, -0.8916046023368835, 0.9220342636108398, 0.8431216478347778, 0.7050999402999878]",8376.619140625,"[[0.7046651244163513, 1.0, 0.5945056080818176, 1.0, 0.8261374831199646, -0.488462895154953, 0.824723482131958, -0.012340269982814789, 0.26277729868888855, -0.9262177348136902, -0.7417229413986206, 1.0, 1.0, -0.43780630826950073, -0.978995680809021, -1.0, -0.47073259949684143, 0.7071261405944824, 0.4247930645942688, 0.5670624375343323]]",3
7,28,8382.10546875,"[0.2921522855758667, 1.0, -0.6126692891120911, -0.9302330017089844, -0.6270615458488464, -0.8578290343284607, -0.6282085180282593, 0.7584900856018066, -0.7340156435966492, -0.5033759474754333, 0.5488224625587463, -0.6471454501152039, -0.34133651852607727, 0.6920421123504639, -1.0, 0.5883895754814148, 0.6765774488449097, -0.7760516405105591, 0.9314897656440735, -0.9924419522285461]",8376.619140625,"[[0.7046651244163513, 1.0, 0.5945056080818176, 1.0, 0.8261374831199646, -0.488462895154953, 0.824723482131958, -0.012340269982814789, 0.26277729868888855, -0.9262177348136902, -0.7417229413986206, 1.0, 1.0, -0.43780630826950073, -0.978995680809021, -1.0, -0.47073259949684143, 0.7071261405944824, 0.4247930645942688, 0.5670624375343323]]",3
8,29,8381.25390625,"[0.30108246207237244, 0.829474925994873, -0.8012908697128296, -0.9448230862617493, -0.9757134318351746, 0.9606816172599792, -0.9526212811470032, -0.7395073175430298, 0.4211515188217163, 0.08506797254085541, -0.46777206659317017, -0.9681580662727356, 0.2968633770942688, 0.4030461609363556, -0.9865909814834595, 0.7548437118530273, 0.882437527179718, -0.939643144607544, 0.4429725706577301, 0.987146258354187]",8376.619140625,"[[0.7046651244163513, 1.0, 0.5945056080818176, 1.0, 0.8261374831199646, -0.488462895154953, 0.824723482131958, -0.012340269982814789, 0.26277729868888855, -0.9262177348136902, -0.7417229413986206, 1.0, 1.0, -0.43780630826950073, -0.978995680809021, -1.0, -0.47073259949684143, 0.7071261405944824, 0.4247930645942688, 0.5670624375343323]]",3
9,30,8380.12109375,"[0.3898351192474365, -0.3839423358440399, 0.7113630771636963, -0.9614977836608887, -1.0, -0.74485182762146, -0.5364349484443665, -0.7153833508491516, 0.12143529951572418, 0.8176720142364502, -0.6105670928955078, 0.7027252316474915, 0.6726177930831909, -1.0, -0.027615875005722046, 0.4159475564956665, 0.9513772130012512, 0.7423486709594727, 0.869495689868927, -0.8140221238136292]",8376.619140625,"[[0.7046651244163513, 1.0, 0.5945056080818176, 1.0, 0.8261374831199646, -0.488462895154953, 0.824723482131958, -0.012340269982814789, 0.26277729868888855, -0.9262177348136902, -0.7417229413986206, 1.0, 1.0, -0.43780630826950073, -0.978995680809021, -1.0, -0.47073259949684143, 0.7071261405944824, 0.4247930645942688, 0.5670624375343323]]",3
