iteration,number_of_points,new_sampled_point_observation,new_sampled_point,best_observation,best_point,number_of_improvement
0,21,8380.111328125,"[-0.9615631103515625, 0.28017687797546387, 0.9503481388092041, 0.30134546756744385, 0.6813582181930542, -0.07867085933685303, -0.870258092880249, 0.47767508029937744, -0.7813684940338135, -0.15305054187774658, 0.05472373962402344, -0.8135414123535156, 0.8578697443008423, 0.8014928102493286, -0.7495954036712646, 0.22301363945007324, 0.6476626396179199, -0.8518567085266113, -0.03726458549499512, -0.28978586196899414]",8380.111328125,"[[-0.9615631103515625, 0.28017687797546387, 0.9503481388092041, 0.30134546756744385, 0.6813582181930542, -0.07867085933685303, -0.870258092880249, 0.47767508029937744, -0.7813684940338135, -0.15305054187774658, 0.05472373962402344, -0.8135414123535156, 0.8578697443008423, 0.8014928102493286, -0.7495954036712646, 0.22301363945007324, 0.6476626396179199, -0.8518567085266113, -0.03726458549499512, -0.28978586196899414]]",1
1,22,8377.859375,"[-0.13108909130096436, -0.5613898038864136, 0.9522719383239746, 0.5615556240081787, 0.413557767868042, 0.1548827886581421, 0.5696285963058472, -0.42563867568969727, 0.7004837989807129, 0.3789496421813965, -0.5608021020889282, 0.22463417053222656, -0.002006053924560547, 0.769934892654419, 0.3228719234466553, 0.233750581741333, -0.5045357942581177, -0.5680391788482666, 0.5003280639648438, -0.49453413486480713]",8377.859375,"[[-0.13108909130096436, -0.5613898038864136, 0.9522719383239746, 0.5615556240081787, 0.413557767868042, 0.1548827886581421, 0.5696285963058472, -0.42563867568969727, 0.7004837989807129, 0.3789496421813965, -0.5608021020889282, 0.22463417053222656, -0.002006053924560547, 0.769934892654419, 0.3228719234466553, 0.233750581741333, -0.5045357942581177, -0.5680391788482666, 0.5003280639648438, -0.49453413486480713]]",2
2,23,8382.0478515625,"[0.40291881561279297, -0.19324827194213867, 0.8896013498306274, -0.7428873777389526, -0.9759260416030884, -0.28540754318237305, 0.18879711627960205, 0.396609902381897, 0.2546687126159668, -0.0087050199508667, -0.09837722778320312, -0.2720123529434204, -0.05255889892578125, -0.8652396202087402, -0.06470978260040283, -0.7042492628097534, 0.01371920108795166, -0.41884100437164307, -0.9761738777160645, 0.47870147228240967]",8377.859375,"[[-0.13108909130096436, -0.5613898038864136, 0.9522719383239746, 0.5615556240081787, 0.413557767868042, 0.1548827886581421, 0.5696285963058472, -0.42563867568969727, 0.7004837989807129, 0.3789496421813965, -0.5608021020889282, 0.22463417053222656, -0.002006053924560547, 0.769934892654419, 0.3228719234466553, 0.233750581741333, -0.5045357942581177, -0.5680391788482666, 0.5003280639648438, -0.49453413486480713]]",2
3,24,8380.9853515625,"[-0.26805007457733154, 0.6048592329025269, -0.2343994379043579, -0.41860532760620117, 0.754233717918396, -0.5686981678009033, 0.5800985097885132, -0.7060962915420532, -0.9721310138702393, 0.8565709590911865, -0.7601113319396973, -0.31591498851776123, -0.10255777835845947, -0.8031558990478516, 0.09091854095458984, -0.7931560277938843, -0.7303273677825928, 0.23094868659973145, 0.6332080364227295, 0.9581079483032227]",8377.859375,"[[-0.13108909130096436, -0.5613898038864136, 0.9522719383239746, 0.5615556240081787, 0.413557767868042, 0.1548827886581421, 0.5696285963058472, -0.42563867568969727, 0.7004837989807129, 0.3789496421813965, -0.5608021020889282, 0.22463417053222656, -0.002006053924560547, 0.769934892654419, 0.3228719234466553, 0.233750581741333, -0.5045357942581177, -0.5680391788482666, 0.5003280639648438, -0.49453413486480713]]",2
4,25,8381.0634765625,"[-0.5438181161880493, 0.6159459352493286, -0.527997612953186, 0.9811058044433594, 0.4776790142059326, 0.4933316707611084, -0.40952956676483154, -0.6055314540863037, 0.764535665512085, -0.962294340133667, -0.9196380376815796, 0.0201798677444458, 0.9793574810028076, 0.4010190963745117, -0.8273802995681763, -0.863598108291626, 0.931171178817749, -0.82701575756073, -0.539198637008667, -0.5750348567962646]",8377.859375,"[[-0.13108909130096436, -0.5613898038864136, 0.9522719383239746, 0.5615556240081787, 0.413557767868042, 0.1548827886581421, 0.5696285963058472, -0.42563867568969727, 0.7004837989807129, 0.3789496421813965, -0.5608021020889282, 0.22463417053222656, -0.002006053924560547, 0.769934892654419, 0.3228719234466553, 0.233750581741333, -0.5045357942581177, -0.5680391788482666, 0.5003280639648438, -0.49453413486480713]]",2
5,26,8379.337890625,"[0.470176100730896, 0.6863951683044434, 0.8610025644302368, -0.9740070104598999, -0.6991745233535767, 0.7561730146408081, 0.6722060441970825, -0.9681714773178101, 0.5821113586425781, -0.8901792764663696, -0.8103556632995605, 0.8002853393554688, -0.46828246116638184, -0.7444021701812744, 0.9731292724609375, 0.6175987720489502, -0.6415021419525146, 0.24019134044647217, 0.9601572751998901, -0.7804535627365112]",8377.859375,"[[-0.13108909130096436, -0.5613898038864136, 0.9522719383239746, 0.5615556240081787, 0.413557767868042, 0.1548827886581421, 0.5696285963058472, -0.42563867568969727, 0.7004837989807129, 0.3789496421813965, -0.5608021020889282, 0.22463417053222656, -0.002006053924560547, 0.769934892654419, 0.3228719234466553, 0.233750581741333, -0.5045357942581177, -0.5680391788482666, 0.5003280639648438, -0.49453413486480713]]",2
6,27,8379.30078125,"[-0.6030371189117432, -0.5005149841308594, -0.5308586359024048, 0.8266046047210693, 0.8454289436340332, -0.4415702819824219, -0.9162158966064453, 0.19433939456939697, -0.25676727294921875, 0.5831881761550903, 0.3064420223236084, -0.9937237501144409, 0.7028898000717163, 0.43346619606018066, 0.05740976333618164, -0.2216395139694214, 0.5850131511688232, 0.5561656951904297, 0.03485989570617676, -0.051648855209350586]",8377.859375,"[[-0.13108909130096436, -0.5613898038864136, 0.9522719383239746, 0.5615556240081787, 0.413557767868042, 0.1548827886581421, 0.5696285963058472, -0.42563867568969727, 0.7004837989807129, 0.3789496421813965, -0.5608021020889282, 0.22463417053222656, -0.002006053924560547, 0.769934892654419, 0.3228719234466553, 0.233750581741333, -0.5045357942581177, -0.5680391788482666, 0.5003280639648438, -0.49453413486480713]]",2
7,28,8382.17578125,"[-0.24490642547607422, -0.9563219547271729, 0.4438817501068115, -0.8797892332077026, 0.02084219455718994, -0.05719172954559326, -0.22878313064575195, 0.2828526496887207, 0.9790043830871582, 0.3057960271835327, -0.9350825548171997, -0.9397269487380981, -0.8765344619750977, 0.9221245050430298, -0.7658703327178955, 0.7907302379608154, -0.10085129737854004, -0.8938297033309937, 0.08640921115875244, 0.007524609565734863]",8377.859375,"[[-0.13108909130096436, -0.5613898038864136, 0.9522719383239746, 0.5615556240081787, 0.413557767868042, 0.1548827886581421, 0.5696285963058472, -0.42563867568969727, 0.7004837989807129, 0.3789496421813965, -0.5608021020889282, 0.22463417053222656, -0.002006053924560547, 0.769934892654419, 0.3228719234466553, 0.233750581741333, -0.5045357942581177, -0.5680391788482666, 0.5003280639648438, -0.49453413486480713]]",2
8,29,8377.578125,"[0.9687509536743164, 0.9349830150604248, -0.2736060619354248, -0.6957396268844604, -0.28764939308166504, -0.6968876123428345, 0.8194379806518555, 0.9137455224990845, -0.3444143533706665, -0.1998986005783081, -0.9829123020172119, 0.9502017498016357, 0.7174525260925293, -0.7589551210403442, 0.7901114225387573, -0.8436633348464966, 0.577951192855835, 0.8782219886779785, 0.48781001567840576, -0.7663387060165405]",8377.578125,"[[0.9687509536743164, 0.9349830150604248, -0.2736060619354248, -0.6957396268844604, -0.28764939308166504, -0.6968876123428345, 0.8194379806518555, 0.9137455224990845, -0.3444143533706665, -0.1998986005783081, -0.9829123020172119, 0.9502017498016357, 0.7174525260925293, -0.7589551210403442, 0.7901114225387573, -0.8436633348464966, 0.577951192855835, 0.8782219886779785, 0.48781001567840576, -0.7663387060165405]]",3
9,30,8380.69921875,"[-0.8410768508911133, -0.5227935314178467, 0.7403420209884644, -0.9875649213790894, 0.6631507873535156, 0.7483004331588745, -0.21516954898834229, -0.6995030641555786, -0.8674116134643555, 0.7511993646621704, -0.960189938545227, 0.17647135257720947, 0.2544829845428467, 0.9785451889038086, 0.8699666261672974, -0.9011886119842529, 0.47270309925079346, -0.5777307748794556, -0.9990667104721069, 0.8543257713317871]",8377.578125,"[[0.9687509536743164, 0.9349830150604248, -0.2736060619354248, -0.6957396268844604, -0.28764939308166504, -0.6968876123428345, 0.8194379806518555, 0.9137455224990845, -0.3444143533706665, -0.1998986005783081, -0.9829123020172119, 0.9502017498016357, 0.7174525260925293, -0.7589551210403442, 0.7901114225387573, -0.8436633348464966, 0.577951192855835, 0.8782219886779785, 0.48781001567840576, -0.7663387060165405]]",3
